header
      Yarmouth town
    York County (part)
      Buxton town
      Hollis town
      Limington town
      Old Orchard Beach town
"Portland--Salem, OR--WA CMSA"
"  Portland--Vancouver, OR--WA PMSA"
"    Clackamas County, OR"
"    Columbia County, OR"
"    Multnomah County, OR"
"    Washington County, OR"
"    Yamhill County, OR"
"    Clark County, WA"
"  Salem, OR PMSA"
    Marion County
    Polk County
"Providence--Fall River--Warwick, RI--MA MSA"
"    Bristol County, MA (part)"
      Attleboro city
      Fall River city
      North Attleborough town
      Rehoboth town
      Seekonk town
      Somerset town
      Swansea town
      Westport town
"      Bristol County, RI"
      Barrington town
      Bristol town
      Warren town
"    Kent County, RI"
      Coventry town
      East Greenwich town
      Warwick city
      West Greenwich town
      West Warwick town
"    Newport County, RI (part)"
      Jamestown town
      Little Compton town
      Tiverton town
"    Providence County, RI"
      Burrillville town
      Central Falls city
      Cranston city
      Cumberland town
      East Providence city
      Foster town
      Glocester town
      Johnston town
      Lincoln town
      North Providence town
      North Smithfield town
      Pawtucket city
      Providence city
      Scituate town
      Smithfield town
      Woonsocket city
"    Washington County, RI (part)"
      Charlestown town
      Exeter town
      Narragansett town
      North Kingstown town
      Richmond town
      South Kingstown town
"Provo--Orem, UT MSA"
    Utah County
"Pueblo, CO MSA"
    Pueblo County
"Punta Gorda, FL MSA"
    Charlotte County
"Raleigh--Durham--Chapel Hill, NC MSA"
    Chatham County
    Durham County
    Franklin County
    Johnston County
    Orange County
    Wake County
"Rapid City, SD MSA"
    Pennington County
"Reading, PA MSA"
    Berks County
"Redding, CA MSA"
    Shasta County
"Reno, NV MSA"
    Washoe County
"Richland--Kennewick--Pasco, WA MSA"
    Benton County
    Franklin County
"Richmond--Petersburg, VA MSA"
    Charles City County
    Chesterfield County
    Dinwiddie County
    Goochland County
    Hanover County
    Henrico County
    New Kent County
    Powhatan County
    Prince George County
    Colonial Heights city
    Hopewell city
    Petersburg city
    Richmond city
"Roanoke, VA MSA"
    Botetourt County
    Roanoke County
    Roanoke city
    Salem city
"Rochester, MN MSA"
    Olmsted County
"Rochester, NY MSA"
    Genesee County
    Livingston County
    Monroe County
    Ontario County
    Orleans County
    Wayne County
"Rockford, IL MSA"
    Boone County
    Ogle County
    Winnebago County
"Rocky Mount, NC MSA"
    Edgecombe County
    Nash County
"Sacramento--Yolo, CA CMSA"
"  Sacramento, CA PMSA"
    El Dorado County
    Placer County
    Sacramento County
"  Yolo, CA PMSA"
    Yolo County
"Saginaw--Bay City--Midland, MI MSA"
    Bay County
    Midland County
    Saginaw County
"St. Cloud, MN MSA"
    Benton County
    Stearns County
"St. Joseph, MO MSA"
    Andrew County
    Buchanan County
"St. Louis, MO--IL MSA"
"    Clinton County, IL"
"    Jersey County, IL"
"    Madison County, IL"
"    Monroe County, IL"
"    St. Clair County, IL"
"    Franklin County, MO"
"    Jefferson County, MO"
"    Lincoln County, MO"
"    St. Charles County, MO"
"    St. Louis County, MO"
"    Warren County, MO"
"    St. Louis city, MO"
"Salinas, CA MSA"
    Monterey County
"Salt Lake City--Ogden, UT MSA"
    Davis County
    Salt Lake County
    Weber County
"San Angelo, TX MSA"
    Tom Green County
"San Antonio, TX MSA"
    Bexar County
    Comal County
    Guadalupe County
    Wilson County
"San Diego, CA MSA"
    San Diego County
"San Francisco--Oakland--San Jose, CA CMSA"
"  Oakland, CA PMSA"
    Alameda County
    Contra Costa County
"  San Francisco, CA PMSA"
    Marin County
    San Francisco County
    San Mateo County
"  San Jose, CA PMSA"
    Santa Clara County
"  Santa Cruz--Watsonville, CA PMSA"
    Santa Cruz County
"  Santa Rosa, CA PMSA"
    Sonoma County
"  Vallejo--Fairfield--Napa, CA PMSA"
    Napa County
    Solano County
"San Juan--Caguas--Arecibo, PR CMSA"
"  Arecibo, PR PMSA"
    Arecibo Municipio
    Camuy Municipio
    Hatillo Municipio
"  Caguas, PR PMSA"
    Caguas Municipio
    Cayey Municipio
    Cidra Municipio
    Gurabo Municipio
    San Lorenzo Municipio
"  San Juan--Bayamon, PR PMSA"
    Aguas Buenas Municipio
    Barceloneta Municipio
    Bayamón Municipio
    Canóvanas Municipio
    Carolina Municipio
    Cataño Municipio
    Ceiba Municipio
    Comerío Municipio
    Corozal Municipio
    Dorado Municipio
    Fajardo Municipio
    Florida Municipio
    Guaynabo Municipio
    Humacao Municipio
    Juncos Municipio
    Las Piedras Municipio
    Loíza Municipio
    Luquillo Municipio
    Manatí Municipio
    Morovis Municipio
    Naguabo Municipio
    Naranjito Municipio
    Río Grande Municipio
    San Juan Municipio
    Toa Alta Municipio
    Toa Baja Municipio
    Trujillo Alto Municipio
    Vega Alta Municipio
    Vega Baja Municipio
    Yabucoa Municipio
"San Luis Obispo--Atascadero--Paso Robles, CA MSA"
    San Luis Obispo County
"Santa Barbara--Santa Maria--Lompoc, CA MSA"
    Santa Barbara County
"Santa Fe, NM MSA"
    Los Alamos County
    Santa Fe County
"Sarasota--Bradenton, FL MSA"
    Manatee County
    Sarasota County
"Savannah, GA MSA"
    Bryan County
    Chatham County
    Effingham County
"Scranton--Wilkes-Barre--Hazleton, PA MSA"
    Columbia County
    Lackawanna County
    Luzerne County
    Wyoming County
"Seattle--Tacoma--Bremerton, WA CMSA"
"  Bremerton, WA PMSA"
    Kitsap County
"  Olympia, WA PMSA"
    Thurston County
"  Seattle--Bellevue--Everett, WA PMSA"
    Island County
    King County
    Snohomish County
"  Tacoma, WA PMSA"
    Pierce County
"Sharon, PA MSA"
    Mercer County
"Sheboygan, WI MSA"
    Sheboygan County
"Sherman--Denison, TX MSA"
    Grayson County
"Shreveport--Bossier City, LA MSA"
    Bossier Parish
    Caddo Parish
    Webster Parish
"Sioux City, IA--NE MSA"
"    Woodbury County, IA"
"    Dakota County, NE"
"Sioux Falls, SD MSA"
    Lincoln County
    Minnehaha County
"South Bend, IN MSA"
    St. Joseph County
"Spokane, WA MSA"
    Spokane County
"Springfield, IL MSA"
    Menard County
    Sangamon County
"Springfield, MO MSA"
    Christian County
    Greene County
    Webster County
"Springfield, MA MSA"
    Franklin County (part)
      Sunderland town
    Hampden County (part)
      Agawam city
      Chicopee city
      East Longmeadow town
      Hampden town
      Holyoke city
      Longmeadow town
      Ludlow town
      Monson town
      Montgomery town
      Palmer town
      Russell town
      Southwick town
      Springfield city
      Westfield city
      West Springfield town
      Wilbraham town
    Hampshire County (part)
      Amherst town
      Belchertown town
      Easthampton city
      Granby town
      Hadley town
      Hatfield town
      Huntington town
      Northampton city
      Southampton town
      South Hadley town
      Ware town
      Williamsburg town
"State College, PA MSA"
    Centre County
"Steubenville--Weirton, OH--WV MSA"
"    Jefferson County, OH"
"    Brooke County, WV"
"    Hancock County, WV"
"Stockton--Lodi, CA MSA"
    San Joaquin County
"Sumter, SC MSA"
    Sumter County
"Syracuse, NY MSA"
    Cayuga County
    Madison County
    Onondaga County
    Oswego County
"Tallahassee, FL MSA"
    Gadsden County
    Leon County
"Tampa--St. Petersburg--Clearwater, FL MSA"
    Hernando County
    Hillsborough County
    Pasco County
    Pinellas County
"Terre Haute, IN MSA"
    Clay County
    Vermillion County
    Vigo County
"Texarkana, TX--Texarkana, AR MSA"
"    Miller County, AR"
"    Bowie County, TX"
"Toledo, OH MSA"
    Fulton County
    Lucas County
    Wood County
"Topeka, KS MSA"
    Shawnee County
"Tucson, AZ MSA"
    Pima County
"Tulsa, OK MSA"
    Creek County
    Osage County
    Rogers County
    Tulsa County
    Wagoner County
"Tuscaloosa, AL MSA"
    Tuscaloosa County
"Tyler, TX MSA"
    Smith County
"Utica--Rome, NY MSA"
    Herkimer County
    Oneida County
"Victoria, TX MSA"
    Victoria County
"Visalia--Tulare--Porterville, CA MSA"
    Tulare County
"Waco, TX MSA"
    McLennan County
"Washington--Baltimore, DC--MD--VA--WV CMSA"
"  Baltimore, MD PMSA"
    Anne Arundel County
    Baltimore County
    Carroll County
    Harford County
    Howard County
    Queen Anne's County
    Baltimore city
"  Hagerstown, MD PMSA"
    Washington County
"  Washington, DC--MD--VA--WV PMSA"
    District of Columbia
"    Calvert County, MD"
"    Charles County, MD"
"    Frederick County, MD"
"    Montgomery County, MD"
"    Prince George's County, MD"
"    Arlington County, VA"
"    Clarke County, VA"
"    Culpeper County, VA"
"    Fairfax County, VA"
"    Fauquier County, VA"
"    King George County, VA"
"    Loudoun County, VA"
"    Prince William County, VA"
"    Spotsylvania County, VA"
"    Stafford County, VA"
"    Warren County, VA"
"    Alexandria city, VA"
"    Fairfax city, VA"
"    Falls Church city, VA"
"    Fredericksburg city, VA"
"    Manassas city, VA"
"    Manassas Park city, VA"
"    Berkeley County, WV"
"    Jefferson County, WV"
"Waterloo--Cedar Falls, IA MSA"
    Black Hawk County
"Wausau, WI MSA"
    Marathon County
"West Palm Beach--Boca Raton, FL MSA"
    Palm Beach County
"Wheeling, WV--OH MSA"
"    Belmont County, OH"
"    Marshall County, WV"
"   Ohio County, WV"
"Wichita, KS MSA"
   Butler County
    Harvey County
    Sedgwick County
"Wichita Falls, TX MSA"
    Archer County
    Wichita County
"Williamsport, PA MSA"
    Lycoming County
"Wilmington, NC MSA"
    Brunswick County
    New Hanover County
"Yakima, WA MSA"
    Yakima County
"York, PA MSA"
    York County
"Youngstown--Warren, OH MSA"
    Columbiana County
    Mahoning County
    Trumbull County
"Yuba City, CA MSA"
    Sutter County
    Yuba County
"Yuma, AZ MSA"
    Yuma County
